title,release_year,duration,tconst,averageRating
Now More Than Ever: The History of Chicago,2016,114,tt3807496,7.0
Nowhere Boy,2009,99,tt1266029,7.1
Numbered,2012,55,tt1921040,7.2
Oasis: Supersonic,2016,122,tt5213534,7.8
Obvious Child,2014,84,tt2910274,6.7
Occupation,2018,120,tt6774786,4.7
Ocean's Eleven,1960,127,tt0054135,6.5
Ocean's Thirteen,2007,122,tt0496806,6.9
Ocean's Twelve,2004,125,tt0349903,6.5
Off Course,2015,107,tt3500544,5.8
Officer Downe,2016,91,tt4439102,4.2
Oklahoma City,2017,102,tt6333090,7.4
On the Wrong Track,1983,89,tt0086047,5.4
On Yoga The Architecture of Peace,2017,92,tt6965446,7.8
Once Upon a Time in London,2019,111,tt4444956,5.4
Once Upon a Time in the West,1968,166,tt0064116,8.5
One Day,2016,135,tt6168298,7.7
One Direction: This Is Us,2013,92,tt2515086,4.1
One Heart: The A.R. Rahman Concert Film,2017,87,tt6484956,8.5
One Last Thing,2018,92,tt5327410,6.4
One Night Stand,2016,93,tt5358948,3.1
Only God Forgives,2013,90,tt1602613,5.7
Only the Dead,2015,76,tt3587396,7.7
Open Season,2006,86,tt0400717,6.1
Operation Mekong,2016,124,tt6044910,6.5
Operation Odessa,2018,93,tt7983794,7.7
Operation Red Sea,2018,139,tt6878882,6.6
Operator,2016,91,tt5052524,6.0
OtherLife,2017,96,tt4693358,6.2
Ottaal,2014,88,tt4625196,8.2
Our Godfather,2019,93,tt10095336,6.8
Our House,2018,90,tt2018069,5.3
Our Shining Days,2017,103,tt7013194,6.7
Outlawed,2018,102,tt2445568,4.7
P Se PM Tak,2015,117,tt3255586,3.7
P.S. I Love You,2007,126,tt0431308,7.0
Pablo Escobar: Angel or Demon?,2007,82,tt1031952,6.4
Paid in Full,2002,98,tt0259484,7.0
Paint It Black,2016,96,tt1472460,5.6
Painted Faces,1988,108,tt0095937,7.2
Palio,2015,91,tt3669520,7.3
Palm Trees in the Snow,2015,163,tt3202202,7.3
Panic Room,2002,112,tt0258000,6.8
Papa the Great,2000,137,tt0395701,5.5
Paper Year,2018,89,tt6212136,5.2
Paranormal Activity,2007,86,tt1179904,6.3
Pardes,1997,187,tt0119861,6.9
Paris Is Burning,1990,77,tt0100332,8.1
Passenger 57,1992,84,tt0105104,5.9
Patiala House,2011,140,tt1535467,5.6
Patient Seventeen,2017,68,tt4083682,3.6
Patriot Games,1992,117,tt0105112,6.8
Paul Blart: Mall Cop,2009,91,tt1114740,5.2
Paulettante Veedu,2016,104,tt6405694,4.5
Paying Guests,2009,114,tt1176961,4.3
Pee Mak,2013,112,tt2776344,7.2
Penelope,2006,89,tt0472160,6.7
People You May Know,2016,108,tt4696310,5.6
Perfect Bid: The Contestant Who Knew Too Much,2017,72,tt6854248,6.5
Perfect Stranger,2007,109,tt0457433,5.7
Personal Shopper,2016,105,tt4714782,6.1
Peter and the Farm,2016,92,tt5535814,7.1
Peter Rabbit,2018,95,tt5117670,6.6
Phamous,2018,108,tt8338746,3.8
Phantom Boy,2015,85,tt1856057,6.6
Philadelphia,1993,126,tt0107818,7.7
Phobia 2,2009,125,tt1521846,6.6
Phone Swap,2012,112,tt2198109,6.4
Phullu,2017,96,tt6941560,6.0
Pick of the Litter,2018,81,tt5644050,7.5
Pierre Jackson,2018,81,tt7031338,6.8
Pimpal,2017,92,tt7734662,7.6
Pitaah,2002,127,tt0305455,6.4
Planetarium,2016,108,tt4680196,4.6
Platoon,1986,120,tt0091763,8.1
Playing Hard,2018,92,tt7419468,6.4
Playing Hard,2018,92,tt7655524,6.0
Pope Francis: A Man of His Word,2018,96,tt6915100,6.5
Popeye,1980,114,tt0081353,5.3
Porto,2016,77,tt4446472,6.0
Postcards from London,2018,90,tt6280608,5.2
Prague,2013,106,tt2401719,5.6
Premachi Goshta,2013,127,tt2878406,7.3
Prescription Thugs,2015,86,tt4505666,6.9
Primal Fear,1996,131,tt0117381,7.7
Prince Charming,1984,93,tt0087960,5.4
Princess Cyd,2017,97,tt6053440,6.7
Pukar,2000,165,tt0218533,6.7
Pulp Fiction,1994,154,tt0110912,8.9
Punjab 1984,2014,158,tt3607198,8.3
Pusher,2012,89,tt1921070,5.5
Pyaar Ka Punchnama,2011,149,tt1926313,7.6
Q Ball,2019,96,tt10254986,6.8
Quantum of Solace,2008,106,tt0830515,6.6
Queen of the Desert,2015,128,tt1837636,5.7
Race to Witch Mountain,2009,99,tt1075417,5.7
Rachel Getting Married,2008,113,tt1084950,6.7
Raging Bull,1980,129,tt0081398,8.2
Rahasya,2015,117,tt3337550,7.6
Raiders!: The Story of the Greatest Fan Film Ever Made,2015,93,tt3551954,6.9
Railroad Tigers,2016,124,tt4687848,5.7
Raja Hindustani,1996,177,tt0117437,6.0
Rajnigandha,1974,104,tt0072064,7.3
Ram Teri Ganga Maili,1985,178,tt0152139,6.5
Ramen Shop,2018,90,tt6720618,6.7
Ramji Londonwaley,2005,154,tt0476848,6.6
Rampant,2018,122,tt6927152,6.3
Ranbhool,2010,115,tt2612162,5.3
Rangreza,2017,126,tt7765900,4.9
Rats,2016,88,tt4033926,6.5
Reaction,2011,99,tt6832730,4.6
Ready,2011,144,tt1708532,4.8
Rebel Without a Cause,1955,111,tt0048545,7.6
Recall,2018,73,tt6622960,6.4
Red Christmas,2016,81,tt5120400,4.4
Red Dawn,1984,114,tt0087985,6.3
Red Trees,2017,80,tt7211972,6.4
Regatta,2015,100,tt5888866,4.6
Reincarnated,2012,96,tt2312602,6.2
Rembat,2015,88,tt7785062,5.2
Remember,2015,95,tt3704050,7.4
Remember Me,2010,112,tt1403981,7.1
Rememory,2017,112,tt2331047,6.1
Resident Evil: Afterlife,2010,97,tt1220634,5.8
Residente,2017,97,tt6414866,7.9
Restless Creature: Wendy Whelan,2016,94,tt5119264,7.1
Return To The 36th Chamber,1980,97,tt0081494,6.9
Revelations,2016,118,tt6355584,7.4
Revenge of the Green Dragons,2014,95,tt1396523,5.3
Revolutionary Road,2008,120,tt0959337,7.3
Rezeta,2012,84,tt2884144,5.7
Righteous Kill,2008,101,tt1034331,6.0
Rise of the Zombie,2013,83,tt2633598,3.3
Road to Yesterday,2015,96,tt4871120,6.0
Robin Hood: The Rebellion,2018,92,tt7052244,3.8
Rocky,1976,120,tt0075148,8.1
Rocky II,1979,119,tt0079817,7.3
Rocky III,1982,100,tt0084602,6.8
Rocky IV,1985,92,tt0089927,6.8
Rocky V,1990,104,tt0100507,5.3
Roh's Beauty,2014,98,tt3650534,3.5
Roll Red Roll,2018,80,tt8092888,7.1
Rolling Papers,2015,79,tt3621360,6.2
Room,2015,118,tt3170832,8.1
Room for Rent,2017,89,tt5796156,5.4
Roots,2016,62,tt5674574,7.0
Rosemary's Baby,1968,137,tt0063522,8.0
Rounders,1998,121,tt0128442,7.3
Rukh,2017,103,tt7341406,6.4
Rumble in the Bronx,1995,89,tt0113326,6.7
Rumor Has It,2005,97,tt0398375,5.5
Run,2004,134,tt0411815,5.0
Runaway Bride,1999,116,tt0163187,5.6
Running for Grace,2018,110,tt5696326,6.1
Running Out Of Time,2018,88,tt8420952,4.3
Russell Madness,2015,93,tt4257950,4.2
Rustom,2016,141,tt5165344,7.0
S.W.A.T.,2003,117,tt0257076,6.0
Saath Saath,1982,118,tt0341554,7.4
Sacro GRA,2013,91,tt3172520,6.3
Sadie's Last Days on Earth,2016,94,tt5777802,5.4
Sadma,1983,137,tt0086230,8.3
Safety Not Guaranteed,2012,86,tt1862079,6.9
Saheb Bibi Golaam,2016,118,tt4943558,6.4
Sairat,2016,173,tt5312232,8.3
Sakhi,2007,152,tt1228751,7.1
Salem: His Sister's Father,2014,99,tt3703498,3.6
Samantaral,2017,110,tt7746986,7.6
Samson,2018,109,tt6951892,4.4
Sanai Choughade,2008,122,tt2624946,6.9
Sangam,1964,228,tt0058547,7.3
Sangam,1964,228,tt0400795,8.6
Santa Claws,2014,86,tt3922810,3.0
Santa's Apprentice,2010,72,tt1754455,6.3
Sardaarji 2,2016,145,tt5701172,5.2
Sarivar Sari,2005,126,tt0833533,7.4
Sarvopari Palakkaran,2017,133,tt6864588,4.9
Sat Sri Akal,2008,141,tt1797486,6.2
Satan & Adam,2018,78,tt7445772,7.7
Satrangi Re,2012,150,tt2182099,6.5
Satte Pe Satta,1982,153,tt0084630,7.2
Saturday Church,2017,83,tt5654600,6.3
Savage Dog,2017,95,tt5851014,5.0
Savage Raghda,2018,93,tt8898498,5.3
Saving Mr. Banks,2013,126,tt2140373,7.5
Saving Zoë,2019,95,tt7319822,5.3
Scandal in Sorrento,1955,93,tt0050817,6.5
Scary Movie,2000,88,tt0175142,6.2
Schindler's List,1993,195,tt0108052,9.0
School Daze,1988,120,tt0096054,6.1
Scott Pilgrim vs. the World,2010,112,tt0446029,7.5
Scream 2,1997,121,tt0120082,6.3
Scream 3,2000,117,tt0134084,5.6
Searching for Bobby Fischer,1993,110,tt0108065,7.4
Searching for Sugar Man,2012,86,tt2125608,8.2
Season of the Witch,2011,95,tt0479997,5.4
Secret,2007,101,tt1037850,7.5
Secret in Their Eyes,2015,111,tt1741273,6.3
Sen Kimsin?,2012,102,tt2142883,5.0
Senna,2010,106,tt1424432,8.5
Sex and the City 2,2010,146,tt1261945,4.5
Sex Doll,2016,103,tt4937564,4.5
SGT. Will Gardner,2019,125,tt1650060,5.9
Shahanpan Dega Deva,2011,115,tt2625014,5.7
Shanghai,2012,109,tt2072227,7.3
Shararat,2002,148,tt0284479,4.8
Shark Busters,2002,92,tt0352190,5.8
Shark Night,2011,91,tt1633356,4.0
Shelter,2010,112,tt1817236,6.9
Sherlock Holmes,2009,128,tt0988045,7.6
Shiva,1990,168,tt14984074,8.1
Shopkins: Wild,2018,75,tt8059506,5.6
Shopkins: World Vacation,2017,71,tt7437462,5.7
Shorgul,2016,122,tt5752374,5.7
Short Term 12,2013,97,tt2370248,7.9
SHOT! The Psycho-Spiritual Mantra of Rock,2016,98,tt3044562,6.8
Shuddhi,2017,115,tt4688446,7.9
Shutter,2004,96,tt0440803,7.0
Sicilian Ghost Story,2017,119,tt5375434,6.5
Silencer,2018,88,tt5867226,3.8
Silent Hill: Revelation,2012,94,tt0938330,4.9
Silicon Cowboys,2016,77,tt4938484,6.8
Singh Saab the Great,2013,143,tt2437954,5.7
Single,2015,127,tt5169582,6.7
Singularity,2017,92,tt7312940,3.7
Siren,2016,83,tt4667854,5.3
Sister Code,2015,95,tt3912040,4.2
Skin Trade,2014,96,tt1641841,5.6
Skiptrace,2016,107,tt2238032,5.6
Sky on Fire,2016,100,tt6157600,4.6
Skyline,2010,94,tt1564585,4.5
Sleeping with Other People,2015,101,tt3165612,6.5
Sleepover,2004,89,tt0368975,5.3
Sling Blade,1996,135,tt0117666,8.0
Sliver,1993,107,tt0108162,5.0
Slow West,2015,84,tt3205376,6.9
Small Soldiers,1998,110,tt0122718,6.2
Smart People,2008,95,tt0858479,6.1
SMOSH: The Movie,2015,83,tt4184878,3.3
Sniper: Special Ops,2016,86,tt5344794,3.0
Socha Na Tha,2005,137,tt0451919,7.4
Social Animals,2018,87,tt5639898,5.3
Social Animals,2018,87,tt7969042,5.6
Soekarno,2013,142,tt3069954,6.9
Solo: A Star Wars Story,2018,135,tt3778644,6.9
Solomon Kane,2009,104,tt0970452,6.1
Something's Gotta Give,2003,128,tt0337741,6.7
Son of a Gun,2014,109,tt2452200,6.4
Soul Surfer,2011,106,tt1596346,7.0
Sour Grapes,2016,85,tt5728684,7.2
Sparkle,1976,98,tt0075249,6.7
Speech & Debate,2017,96,tt4843344,5.9
Speed Is My Need,2019,75,tt10379012,5.9
Spider-Man 3,2007,139,tt0413300,6.3
Spider-Man: Into the Spider-Verse,2018,117,tt4633694,8.4
Spotlight,2015,129,tt1895587,8.1
Spotlight,2015,129,tt7785302,7.8
Spring Breakers,2012,94,tt2101441,5.3
Sprinter,2018,112,tt5903926,6.0
Spy Kids,2001,88,tt0227538,5.6
Spy Kids 3: Game Over,2003,83,tt0338459,4.3
Spy Time,2015,93,tt3510480,6.1
St. Agatha,2018,103,tt6182078,4.9
Staged Killer,2019,88,tt10048556,3.6
Starred Up,2013,106,tt2567712,7.3
Step Brothers,2008,98,tt0838283,6.9
Step Outside,2018,89,tt8011450,4.7
Stephanie,2017,86,tt3829378,5.8
Still,2010,100,tt1609160,4.3
Stink!,2015,91,tt4266660,7.1
Stonehearst Asylum,2014,113,tt1772264,6.8
Stop at Nothing: The Lance Armstrong Story,2014,100,tt3511812,7.5
Story of an Egg,2017,132,tt6620238,8.0
Strange but True,2019,96,tt2866708,5.9
Stranger than Fiction,2006,113,tt0420223,7.6
Strictly Ballroom,1992,95,tt0105488,7.2
Strike a Pose,2016,85,tt5477402,7.2
Stripes,1981,106,tt0083131,6.8
Striptease,1996,117,tt0117765,4.5
Stuart Little 2,2002,78,tt0243585,5.5
Submission,2019,95,tt5270732,6.6
Suburra,2015,135,tt4025514,7.4
Suckseed,2011,130,tt1869682,7.4
Sudani from Nigeria,2018,115,tt7581572,8.2
Suite Française,2014,107,tt0900387,7.0
Summer Night,2019,93,tt7428820,4.8
Summer of '92,2015,94,tt2378830,6.8
Sunrise,2014,85,tt2385227,6.3
Super Dark Times,2017,104,tt5112578,6.6
Super Nani,2014,127,tt2630076,4.6
Superbad,2007,113,tt0829482,7.6
Superman Returns,2006,154,tt0348150,6.1
Superstar,1999,82,tt0167427,5.1
Susanne Bartsch: On Top,2017,86,tt5537600,6.8
Sustainable,2016,92,tt5684868,7.2
Swami,1977,123,tt0152720,6.7
Sweeney Todd: The Demon Barber of Fleet Street,2007,116,tt0408236,7.3
Sweet Virginia,2017,93,tt2582498,6.2
Swiss Army Man,2016,97,tt4034354,6.9
Sword Master,2016,108,tt5269396,6.0
Tahaan,2008,95,tt1213928,7.1
Take Me Home Tonight,2011,97,tt0810922,6.3
Tarzan,1999,89,tt0120855,7.3
Tattah,2013,112,tt2965820,4.4
Teach Us All,2017,81,tt6588332,7.1
Teen Patti,2010,137,tt1183917,4.2
Teenage Cocktail,2016,89,tt1774591,5.9
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88,tt0103060,6.0
Tees Maar Khan,2010,125,tt1572311,2.6
Tellur Aliens,2016,67,tt6317016,4.4
Terminator 3: Rise of the Machines,2003,109,tt0181852,6.3
Terminator Salvation,2009,115,tt0438488,6.5
Teshan,2016,133,tt6043298,5.3
Tezz,2012,121,tt1706317,4.1
The 24 Hour War,2016,100,tt4875844,7.2
The 4th Company,2016,117,tt2197926,6.2
The Accountant of Auschwitz,2018,78,tt8148018,7.3
The Adderall Diaries,2015,87,tt1735907,5.2
The Adventures of Tintin,2011,107,tt0983193,7.3
The Aerial,2007,99,tt0454065,7.3
The Age of Shadows,2016,140,tt4914580,7.1
The American President,1995,113,tt0112346,6.8
The Amityville Horror,2005,89,tt0384806,5.9
The Angry Birds Movie 2,2019,97,tt6095472,6.4
The Animal People,2019,97,tt2337280,7.8
The Apostate,2015,80,tt4156152,5.8
The Art of the Steal,2013,90,tt2172985,6.3
The Art of War,2000,117,tt0160009,5.7
The Assignment,2016,95,tt5034474,4.7
The Autopsy of Jane Doe,2016,86,tt3289956,6.8
The Bachelors,2017,100,tt5253282,6.8
The Bad Education Movie,2015,87,tt4660980,5.8
The Bad Kids,2016,101,tt5278458,7.0
The Bare-Footed Kid,1993,83,tt0106552,6.4
The Basement,2018,89,tt6118340,4.3
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,2018,72,tt7329810,7.1
The Blackcoat's Daughter,2015,95,tt3286052,5.9
The Bomb,2016,59,tt5596034,6.6
The Book of Eli,2010,118,tt1037705,6.8
The Boss's Daughter,2015,98,tt4040042,5.4
The Bounty Hunter,2010,111,tt1038919,5.5
The Box,2009,116,tt0362478,5.6
The Boy,2016,97,tt3882082,6.0
The Boy in the Striped Pajamas,2008,95,tt0914798,7.7
The Brave One,2007,122,tt0476964,6.7
The Breadwinner,2017,93,tt3901826,7.7
The Break-Up,2006,107,tt0452594,5.8
The Bridge,2017,119,tt8193396,5.6
The Brothers Grimm,2005,119,tt0355295,5.9
The Bucket List,2007,97,tt0825232,7.4
The Bye Bye Man,2017,96,tt4030600,4.3
The Bygone,2019,106,tt6613958,5.7
The Cakemaker,2017,109,tt4830786,7.3
The Captive,2014,112,tt2326612,5.9
The Car,1977,96,tt0075809,6.1
The Carter Effect,2017,60,tt7284952,7.0
The Case for Christ,2017,113,tt6113488,6.2
The Cell,2017,126,tt7025210,6.3
The CEO,2016,109,tt5036924,5.7
The Charnel House,2016,93,tt4633662,4.3
The Chord,2010,101,tt1975153,5.7
The Chosen,2016,111,tt4547514,6.7
The Christmas Candle,2013,100,tt2739338,6.2
The Christmas Project,2016,92,tt5271120,5.5
The Cincinnati Kid,1965,103,tt0059037,7.2
The Company Men,2010,105,tt1172991,6.7
The Competition,2018,103,tt5841344,4.4
The Confirmation,2016,101,tt4210080,6.4
The Congress,2013,123,tt1821641,6.4
The Craft,1996,101,tt0115963,6.4
The Croods,2013,99,tt0481499,7.2
The Crow,1994,102,tt0109506,7.5
The Cruise,1970,66,tt0066289,7.5
The Crying Game,1992,112,tt0104036,7.2
The D Train,2015,101,tt2690138,5.1
The Damned Rain,2009,99,tt1483762,7.8
The Dancer,2011,105,tt1989598,7.4
The Dark Crystal,1982,93,tt0083791,7.1
The Dark Side of Life: Mumbai City,2018,121,tt9007142,6.1
The Darkest Dawn,2016,75,tt6017594,4.0
The Daughter,2015,95,tt3922816,6.6
The Dawn Wall,2017,100,tt7286916,8.1
The Departed,2006,151,tt0407887,8.5
The Desert Bride,2017,78,tt6147512,6.5
The Devil and Father Amorth,2017,69,tt6883152,4.6
The Devil Inside,2012,84,tt1560985,4.2
The Devil We Know,2018,88,tt7689910,7.8
The Diabolical,2015,86,tt3603808,4.7
The Dreamer,2009,121,tt1576459,6.8
The Drowning,2016,99,tt4653586,4.5
The Duel,2016,110,tt2436682,5.8
The Dukes of Hazzard,2005,104,tt0377818,5.1
The End of the Tour,2015,106,tt3416744,7.2
The Endless,2017,112,tt3986820,6.5
The Evil Dead,1981,85,tt0083907,7.4
The Exception,2016,107,tt4721124,6.8
The Eyes of My Mother,2016,76,tt5225338,6.2
The Fear of 13,2015,95,tt5083702,7.6
The Fighter,2010,116,tt0964517,7.8
The Final Destination,2009,82,tt1144884,5.1
The First Line,2014,87,tt3422314,4.7
The First Temptation of Christ,2019,46,tt11310004,4.8
The First Wives Club,1996,103,tt0116313,6.4
The Flintstones,1994,91,tt0109813,4.9
The Flintstones in Viva Rock Vegas,2000,91,tt0158622,3.7
The Flying Guillotine,1975,101,tt0071512,6.6
The Forbidden Kingdom,2008,104,tt0865556,6.5
The Force,2017,92,tt6159518,6.8
The Foreigner,2017,113,tt1615160,7.0
The Forgotten,2014,89,tt2145909,5.3
The Founder,2016,115,tt4276820,7.2
The Free Man,2016,84,tt5271264,6.4
The Frozen Ground,2013,106,tt2005374,6.4
The Gathering,2003,124,tt0374506,7.3
The Gentleman Driver,2018,83,tt9178814,6.3
The Ghost Who Walks,2019,107,tt7612748,5.4
The Girl with the Dragon Tattoo,2011,158,tt1568346,7.8
The Golem,2018,95,tt8329290,5.5
The Good Catholic,2017,97,tt4721404,5.2
The Good Neighbor,2016,97,tt2262315,6.3
"The Goods: Live Hard, Sell Hard",2009,89,tt1092633,5.7
The Gospel of John,2014,161,tt3454828,7.8
The Gospel of Luke,2015,205,tt3900196,6.9
The Gospel of Mark,2015,123,tt3253940,7.5
The Great Battle,2018,136,tt6931414,7.0
The Great Gambler,1979,161,tt0079236,6.4
The Great Raid,2005,133,tt0326905,6.6
The Green Hornet,2011,119,tt0990407,5.8
The Hatred,2017,94,tt6089700,3.6
The Haunting of Molly Hartley,2008,85,tt1045655,3.9
The Heat: A Kitchen (R)evolution,2018,71,tt8663942,6.5
The Help,2011,147,tt1454029,8.1
The Heretics,2017,88,tt6318848,4.7
The Hollow Point,2016,97,tt2918606,5.4
The Holy Man,2005,92,tt0470850,5.8
The Humanity Bureau,2017,94,tt6143568,4.6
The Hundred-Foot Journey,2014,123,tt2980648,7.3
The Hurricane Heist,2018,103,tt5360952,5.1
The Hurt Business,2016,111,tt3993350,6.4
The Imaginarium of Doctor Parnassus,2009,123,tt1054606,6.8
The Incident,2014,100,tt3528756,6.3
The Indian in the Cupboard,1995,96,tt0113419,6.0
The Informant!,2009,108,tt1130080,6.5
The Intent,2016,99,tt3842614,4.4
The Intent 2: The Come Up,2018,103,tt7613996,3.7
The Invention of Lying,2009,99,tt1058017,6.3
The Invitation,2015,100,tt2400463,6.6
The Iron Lady,2011,105,tt1007029,6.4
The Jane Austen Book Club,2007,106,tt0866437,6.7
The Keeping Hours,2017,95,tt5114154,6.3
The King's Speech,2010,118,tt1504320,8.0
The Lake House,2006,98,tt0410297,6.8
The Land of the Enlightened,2016,84,tt2338774,7.1
The Last Days of Chez Nous,1992,93,tt0104685,6.6
The Last Exorcism,2010,88,tt1320244,5.7
The Last Face,2016,131,tt3286560,4.9
The Last Man on the Moon,2014,96,tt3219604,7.4
The Last Resort,2018,70,tt7958740,7.3
The Last Whistle,2019,88,tt8318348,5.1
The Legend of 420,2017,87,tt7027566,6.6
The Legend of Michael Mishra,2016,118,tt3224258,4.4
The Little Hours,2017,89,tt5666304,5.8
The Little Mermaid,2018,85,tt5493944,4.3
The Little Prince,2015,107,tt1754656,7.7
The Little Prince,2015,107,tt5317732,8.0
The Lives of Others,2006,138,tt0405094,8.4
The Lobster,2015,119,tt3464902,7.1
The Lodgers,2017,93,tt4399952,5.1
The Longest Yard,1974,121,tt0071771,7.1
The Longshots,2008,95,tt1091751,5.5
The Look of Silence,2014,103,tt3521134,8.3
The Lord of the Rings: The Return of the King,2003,201,tt0167260,9.0
The Lord of the Rings: The Two Towers,2002,179,tt0167261,8.8
The Love Guru,2008,87,tt0811138,3.8
The lynx,1982,82,tt0083012,6.3
The Mad Monk,1993,85,tt0106538,6.2
The Magic Pill,2017,90,tt6035294,7.1
The Man Who Would Be Polka King,2009,68,tt1313047,6.2
The Mask of Zorro,1998,138,tt0120746,6.8
The Matrix,1999,136,tt0133093,8.7
The Matrix Reloaded,2003,138,tt0234215,7.2
The Matrix Revolutions,2003,129,tt0242653,6.7
The Mayor,2017,130,tt6150238,6.2
The Men Who Stare at Goats,2009,94,tt1234548,6.2
The Model,2016,104,tt4074364,5.8
The Monster,2016,91,tt3976144,5.4
The Muppets,2011,104,tt1204342,7.1
The Music of Silence,2017,115,tt3244786,6.5
The Naked Gun: From the Files of Police Squad!,1988,85,tt0095705,7.6
The Natural,1984,138,tt0087781,7.4
The New Romantic,2018,82,tt7456534,5.8
The Nutcracker and the Four Realms,2018,99,tt5523010,5.5
The One I Love,2014,91,tt2756032,7.0
The Only Mother To You All,2008,106,tt1099228,5.5
The Other Guys,2010,108,tt1386588,6.6
The Parole Officer,2001,94,tt0283534,6.3
The Pass,2016,87,tt5160154,6.5
The Peacemaker,1997,124,tt0119874,6.0
The Pelican Brief,1993,141,tt0107798,6.6
The Perks of Being a Wallflower,2012,103,tt1659337,8.0
The Phantom of the Opera,2004,141,tt0293508,7.2
The Physician,2013,155,tt2101473,7.2
The Pink Panther,2006,93,tt0383216,5.6
The Pirates of Somalia,2017,118,tt5126922,6.7
The Pirates! Band of Misfits,2012,88,tt1430626,6.7
The Place Beyond the Pines,2012,140,tt1817273,7.3
The Plan,2015,124,tt5156652,7.2
The Player,2012,110,tt3914450,4.8
The Polar Express,2004,100,tt0338348,6.6
The President's Barber,2004,116,tt0406853,6.9
The Prince,2014,91,tt1085492,4.6
The Princess and the Frog,2009,98,tt0780521,7.1
The Prison,2017,125,tt6589464,6.5
The Pursuit,2019,76,tt9153882,6.2
The Pursuit of Happyness,2006,117,tt0454921,8.0
The Rainmaker,1997,136,tt0119978,7.2
The Real Miyagi,2015,81,tt2313306,7.1
The Rebound,2016,77,tt5116230,7.8
The Rehearsal,2016,102,tt5820812,5.7
The Republic of Imbaba,2015,90,tt14690742,4.5
The Right One,2011,93,tt1994591,6.9
The Ring,2002,116,tt0298130,7.1
The Riot Club,2014,107,tt2717860,6.0
The River Thief,2016,87,tt5664502,5.2
The River Wild,1994,111,tt0110997,6.4
The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,2016,101,tt5914350,7.4
The Roommate,2011,91,tt1265990,4.8
The Rover,2014,103,tt2345737,6.4
THE RUM DIARY,2011,120,tt0376136,6.1
The Runner,2015,90,tt3687398,4.7
The Salvation,2014,92,tt2720680,6.7
The Sapphires,2012,99,tt1673697,7.0
The Score,2001,124,tt0227445,6.8
The Sea of Trees,2015,111,tt3450900,6.1
The Secret Life of Pets 2,2019,86,tt5113040,6.4
The Seven Five,2014,104,tt4136056,7.6
The Shaukeens,2014,123,tt3848888,4.9
The Show,2017,105,tt2088950,5.6
The Sign of Venus,1955,97,tt0046292,6.5
The Signal,2014,97,tt2910814,6.0
The Similars,2015,90,tt3949658,5.8
The Sinking Of Van Der Wijck,2013,163,tt3418604,7.6
The Social Network,2010,121,tt1285016,7.8
The Spectacular Now,2013,95,tt1714206,7.1
The spiral,1978,84,tt0078310,6.6
The Spy Next Door,2010,94,tt1273678,5.4
The Spy Who Fell to Earth,2019,94,tt7706168,6.6
The Stanford Prison Experiment,2015,122,tt0420293,6.8
The Student,2017,90,tt5873672,4.4
The Sunshine Makers,2015,91,tt4456270,7.0
The Super,2017,89,tt5884784,5.5
The Surrounding Game,2018,98,tt3973724,6.6
The Taking of Pelham 123,2009,106,tt1111422,6.4
The Talented Mr. Ripley,1999,139,tt0134119,7.4
The Tiger Hunter,2016,94,tt3853830,6.0
The Tigers of Scotland,2017,58,tt6826526,6.6
The Time Machine,2002,96,tt0268695,5.9
The Time Traveler's Wife,2009,107,tt0452694,7.1
The Tribes of Palos Verdes,2017,104,tt1507571,5.8
The Trigger Effect,1996,94,tt0117965,5.7
The Tuxedo,2002,99,tt0290095,5.4
The Ugly Truth,2009,96,tt1142988,6.4
The Unborn Child,2011,93,tt2372429,4.4
The Unknown Girl,2016,106,tt4630550,6.5
The Unknown Known,2013,103,tt2390962,7.0
The Vatican Tapes,2015,91,tt1524575,4.8
The Walls of the Moon,2015,98,tt4596784,6.0
The Water Diviner,2014,111,tt3007512,7.0
The Waterboy,1998,90,tt0120484,6.1
The Wedding Curse,2006,101,tt0757933,6.1
The Wedding Party 2: Destination Dubai,2017,98,tt7827944,4.6
The Witch,2015,92,tt4263482,6.9
The Witch Files,2018,88,tt4580550,4.5
The Women's Balcony,2016,100,tt5974460,6.6
The Workshop,2017,114,tt6444838,6.5
The World Is Not Enough,1999,128,tt0143145,6.4
The Young Offenders,2016,83,tt4714568,7.0
The Young Vagabond,1985,85,tt0354234,5.4
Theater of Life,2016,94,tt5331878,6.7
Theeram,2017,104,tt6625254,6.3
"Thelonious Monk: Straight, No Chaser",1988,89,tt0098465,7.6
Theo Who Lived,2016,86,tt5777992,6.8
This Is Not What I Expected,2017,107,tt6772874,6.7
Thithi,2015,123,tt4881362,8.0
Thor: Ragnarok,2017,131,tt3501632,7.9
Three,2016,88,tt4379728,5.9
Three-Quarters Decent,2010,96,tt6448440,3.0
Thumper,2017,93,tt5716380,5.8
Tik Tok,2016,108,tt6033150,5.5
Tikli and Laxmi Bomb,2017,151,tt5983262,7.7
Time Please,2013,125,tt3021806,7.0
To Be a Miss,2016,84,tt3472928,6.4
"To Wong Foo, Thanks for Everything! Julie Newmar",1995,108,tt0114682,6.6
Tokyo Idols,2017,89,tt6039532,6.9
Tomorrow Never Dies,1997,119,tt0120347,6.5
Tortilla Soup,2001,104,tt0255653,6.7
Total Frat Movie,2016,94,tt3879074,4.3
Tracers,2015,94,tt2401097,5.6
